job_title,company,city,state,country,date_posted,skills_and_qualifications,responsibilities,experience,full_time,remote,contractor,on_site,url,years_experience
Cybersecurity Analyst  Compliance,MetTel,Holmdel,NJ,US,14/09/2024,"Desired Skills and Experience
 Bachelors degree in information technology business risk management or a related field  Excellent written and oral communication skills Additional criteria
 Relevant certifications e In order to achieve this we offer an environment where all professionals can grow and develop their skills and competencies collaborate with diverse professionals share knowledge and enjoy a rewarding career",Key Responsibilities  In this role you will be responsible for maintaining risk management framework vulnerability management and configuration compliance for our core infrastructure as part of the security  compliance team The Cybersecurity Analyst  Compliance will manage compliance for NIST80053 moderate and high environments and ensure development implementation as well as assessment of relevant security controls  Additional key responsibilities include  Perform technical assessments of systems and networks and identify deviation from acceptable configurations enterprise policies and local standards  Identify security and compliance gaps partnering with system owners and stakeholders to appropriately remediate  Develop security documents such as system security plan contingency plan configuration management plan and incident response plan  Develop maintain monitor and improve appropriate internal controls and policies to protect systems and data  Support thirdparty risk management efforts including supplier onboarding and periodic cyber assessments to include risk analysis  Participate in Risk Management Framework RMF Assessment and Authorization AA specifically assessment and continuous monitoring activities  Vulnerability management specifically with vulnerability scan report findings and mitigation plans  Support the analysis and review of the information security of systems to ensure compliance to security policies  Conduct information assurance compliance testing using automated tools and manual tests Use Nessus for vulnerability scanning and configuration baseline testing such as CIS benchmarks database and web application scanning  Compile and correlate compliance testing results for weekly and monthly reporting working with engineering staff to ensure that identified vulnerabilities are addressed  Monitor and analyze security events and alerts from multiple sources including security information and event management SIEM software network and hostbased intrusion detection systems firewall logs user reported incidents and system logs Windows and Linux and databases  Initiate incident notification case trackingmanagement recovery actions and report status updates  Participate in the remediation of incidents and responses that are generated from live threats against the enterprise  Support followon actions such as coordinating with other organization teams to facilitate remediation of the alerteventincident and close out the investigation  Provide Incident Response IR support when analysis confirms actionable incident  Desired Skills and Experience  Bachelors degree in information technology business risk management or a related field  3 years of experience in a security related role  Proven experience in governance risk management or compliance roles  Strong knowledge of regulatory frameworks industry standards and best practices related to GRC  Proficiency in risk assessment tools compliance management systems and data analytics software  Experience with vulnerability scanning tool Nessus or Tenableio  Experience maintaining POAM  Knowledge of incident response life cycle and steps  Knowledge of TCPIP protocols network analysis and networksecurity applications  Excellent written and oral communication skills  Initiativetaking and able to work in an independent manner  Additional criteria  Relevant certifications eg CISA CISSP CRISC are a plus  Knowledge of Strong Authentication End Point Security Internet Policy Enforcement Firewalls Web Content Filtering Database Activity Monitoring DAM Public Key Infrastructure PKI Data Loss Prevention DLP Identity and Access Management IAM solutions  For more information about our company visit our website at  MetTel  Business Telecom Voice Network  Mobility Services  Keywords Cybersecurity Analyst Cybersecurity CybersecurityAnalyst Cybersecurity Jobs Near Me LinkedIn Telecommunications TelecommunicationJobs Verizon TMobile Network Security NetworkSecurity ATT Cybersecurity Compliance CybersecurityCompliance New York New Jersey CybersecurityJobsNearMe Indeed Google,MetTel is looking for a highly motivated and experienced Cybersecurity Analyst  Compliance to join our growing Security  Compliance team Desired Skills and Experience  3 years of experience in a security related role  Proven experience in governance risk management or compliance roles  Experience with vulnerability scanning tool Nessus or Tenableio  Experience maintaining POAM,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-compliance-mettel-JV_IC1126810_KO0,32_KE33,39.htm?jl=1009365457364&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",3
Cyber Security Analyst,Vicinity,,,US,16/09/2024,"Preferred Qualifications
 3 years of experience as an IT technician administrator or engineer
 4year degree or substitute for an equivalent number of additional years of experience
 CompTIA Security certification
 CISSP certification
 Certified Information Systems Auditor CISA certification

Requirements
 Excellent verbal and written communication skills
 Ability to work independently and manage time effectively",Responsibilities and Duties  Perform professional consulting engagements with client organizations providing a range of specialized services including risk management cybersecurity operations planning strategy development budget development and policy development  Other duties as required by job assignment  Preferred Qualifications  3 years of experience as an IT technician administrator or engineer  4year degree or substitute for an equivalent number of additional years of experience  CompTIA Security certification  CISSP certification  Certified Information Systems Auditor CISA certification, 3 years of experience as an IT technician administrator or engineer  4year degree or substitute for an equivalent number of additional years of experience  Up to 45  55 per hour depending on experience Experience,Yes,Yes,No,No,"https://www.glassdoor.com/job-listing/cyber-security-analyst-vicinity-JV_KO0,22_KE23,31.htm?jl=1009448266393&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",3
Cyber Security EngineerCyberArk,Source Select Group LLC,,,US,20/09/2024,"KEY SKILLS
 Bachelors degree in Computer Science MIS engineering or related program or directly related experience and certification beyond minimums will be considered  Incident Response and Vulnerability Management skills",,Title Cybersecurity Engineer Must have CyberArk experience Our client is seeking a Security Engineer Cyber Security that has specific CORPORATE ENTERPRISE LEVEL experience with CyberArk Required  Experience with CyberArk is required  Bachelors degree in Computer Science MIS engineering or related program or directly related experience and certification beyond minimums will be considered  Minimum 7 years of directly related experience in enterprise environment required  Experience working in Public Cloud Environments is preferred  Experience in the design implementation and maintenance of Windows Server Linux Server  and VMWare technologies is required  Experience with CyberArk CrowdStrike Tenable and Sumo Logic is desired  Experience with Database Server security administration desired Microsoft 365 implementation and administration required  Network Infrastructure engineering implementation and management including routers load balancers and firewalls is desired Cisco Meraki and Palo Alto Firewall configuration experience desired  Vulnerability assessment and Penetration Testing experience are required SIEM operations experience is desired  How many years of CyberArk experience do you have Experience,Yes,Yes,No,No,"https://www.glassdoor.com/job-listing/cyber-security-engineer-cyberark-source-select-group-llc-JV_KO0,32_KE33,56.htm?jl=1009455105220&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",7
Cyber Security Analyst,New York Yankees,,NY,US,26/08/2024,"Primary Responsibilities
 Monitor all networks and endpoints for security threats and breaches
 Investigate incidents and respond to threats in real time
 Perform periodic risk assessments and penetration testing
 Identify and fix vulnerabilities
 Assist in the development and promoting of cybersecurity best practices
 Install configure and maintain cyber security platforms and tools

Qualifications and Experience
 Bachelors degree in computer science cyber security or a related field or equivalent training and work experience
 3 years of experience working in a cyber security or other relevant role
 Must have experience with security technologies including endpoint protection SIEM IDPs email security platforms CASBDLP and identity management platforms
 Ability to write succinct code with optimal performance and simplicity
 Excellent communication skills
 Excellent problemsolving skills with the ability to execute tasks with little guidance
 Must have an understanding of typical enterprise networks wired and wireless firewalls and VPN

This description is intended to describe the type of work being performed by a person assigned to this position",Primary Responsibilities  Monitor all networks and endpoints for security threats and breaches  Investigate incidents and respond to threats in real time  Perform periodic risk assessments and penetration testing  Identify and fix vulnerabilities  Assist in the development and promoting of cybersecurity best practices  Install configure and maintain cyber security platforms and tools  Qualifications and Experience  Bachelors degree in computer science cyber security or a related field or equivalent training and work experience  3 years of experience working in a cyber security or other relevant role  Must have experience with security technologies including endpoint protection SIEM IDPs email security platforms CASBDLP and identity management platforms  Ability to write succinct code with optimal performance and simplicity  Excellent communication skills  Excellent problemsolving skills with the ability to execute tasks with little guidance  Must have an understanding of typical enterprise networks wired and wireless firewalls and VPN  This description is intended to describe the type of work being performed by a person assigned to this position It is not an exhaustive list of all duties and responsibilities required of the employee The New York Yankees are an Equal Opportunity Employer The Company is committed to the principles of equal employment opportunity for all employees and applicants for employment  The base annual salary for this position is 80000  100000 plus a comprehensive benefits package,The New York Yankees Information Technology department is accepting applications for an experienced Cyber Security Analyst The Cyber Security Analyst will be responsible for protecting the companys hardware software and networks from theft loss or unauthorized access This position will assist in identifying any flaws in existing security systems and proactively develop solutions Qualifications and Experience  Bachelors degree in computer science cyber security or a related field or equivalent training and work experience  3 years of experience working in a cyber security or other relevant role  Must have experience with security technologies including endpoint protection SIEM IDPs email security platforms CASBDLP and identity management platforms,Yes,No,No,No,"https://www.glassdoor.com/job-listing/cyber-security-analyst-new-york-yankees-JV_IC1132197_KO0,22_KE23,39.htm?jl=1009420811495&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",3
Cybersecurity Administrator,Jacksons Food Stores,Meridian,ID,US,20/08/2024," Advanced problem solving and analytical skills  Skills in exercising initiative and sound judgment in decision making  Outstanding organizational skills and excellent customer service skills with an analytical mindset  Mentor and provide guidance to cybersecurity analysts helping them develop their skills and advance their careers 00 per year

Benefits
 401k
 401k matching
 Dental insurance
 Employee assistance program
 Employee discount
 Flexible spending account
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Professional development assistance
 Referral program
 Tuition reimbursement
 Vision insurance

Education
 Bachelors Preferred

Experience
 Cybersecurity 5 years Preferred
 Threat detection  response 1 year Preferred
 Vulnerability assessment 1 year Preferred

LicenseCertification
 CISSP Preferred
 CEH Preferred
 CISM Preferred

Ability to Relocate
 Meridian ID 83642 Relocate before starting work Required

Work Location In person",, 5 years of Cybersecurity experience with a focus on threat detection incident response and vulnerability management Experience,Yes,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-administrator-jacksons-food-stores-JV_IC1127945_KO0,27_KE28,48.htm?jl=1009413147385&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",5
Cybersecurity Engineer,Annapolis Micro Systems,Annapolis,MD,US,08/09/2024,"If youre interested in joining a dynamic team of highly skilled professionals and becoming a part of the future of computing technology apply now for immediate consideration Responsibilities

Develop and maintain companywide cybersecurity infrastructure

Ensure all CMMC Level 2NIST 800171 security standards and compliance requirements are met

Research and actively respond to cybersecurity advisories and threats

Consistent monitoring and reporting of network security issues

Documentation of security procedures plans protocols and change management

Provide employee security awareness training

Switch router and firewall setup and configuration

Server Windows  Linux setup maintenance and troubleshooting

Hardware and software security updates to ensure compliance

Provide timely user support

Requirements

Bachelors or Masters in Computer Science Information Systems or ITrelated degree

Experience with NIST 800171 controls and CMMC Level 2 security requirements

Experience with risk assessment incident response and security audits

Strong understanding of networking concepts and standards TCPIP DNS DHCP VLAN

Proficiency in routers managed switches firewalls remote access encryption and VPNs

Experience with penetration testing and vulnerability assessment and remediation

HardwareSoftwareFirmware installation and maintenance experience

Strong communication skills

Demonstrated problemsolving and analytical skills

U Citizenship

Additional Competencies

SVN GIT and Maven administration

AWS Administration

Microsoft 365 InTune EntraAzure Exchange Defender for EndPoint SharePoint Office 365

Network and Security certifications

Annapolis Micro Systems is proud to offer an excellent compensation package",Responsibilities  Develop and maintain companywide cybersecurity infrastructure,Annapolis Micro Systems is seeking an experienced Cybersecurity Engineer that is passionate about ensuring security for critical components of our IT environment The Cybersecurity Engineer will develop and maintain companywide cybersecurity infrastructures that will allow them to react to threats quickly and efficiently They will also interact with multiple business engineering and manufacturing groups daily and be an integral part of Annapolis Micro Systems success Experience with NIST 800171 controls and CMMC Level 2 security requirements Experience with risk assessment incident response and security audits Experience with penetration testing and vulnerability assessment and remediation HardwareSoftwareFirmware installation and maintenance experience,No,Yes,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-engineer-annapolis-micro-systems-JV_IC1153523_KO0,22_KE23,46.htm?jl=1009063947794&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Analyst,Booz Allen,,HI,US,09/09/2024,"Salary at Booz Allen is determined by various factors including but not limited to location the individuals particular combination of education knowledge skills competencies and experience as well as contractspecific affordability and organizational requirements Basic Qualifications
 5 years of experience in a cybersecurity field including supporting information assurance networking or systems administration
 2 years of experience with RMF AA processes and cybersecurity engineering
 Knowledge of cybersecurity standards and the implementation of industry best practices
 Ability to travel between Booz Allen offices and government facilities as required
 TSSCI clearance
 HS diploma or GED
 DoD 8140 Certification including Security CYSA or CISSP

Additional Qualifications
 Experience with Cloud and DevSecOps
 Experience in working with the Enterprise Mission Assurance Support Service eMASS
 Experience with security tools and devices including network firewalls web proxy intrusion prevention systems vulnerability scanner or penetration tools
 Bachelors degree

Clearance

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information TSSCI clearance is required",, 5 years of experience in a cybersecurity field including supporting information assurance networking or systems administration  2 years of experience with RMF AA processes and cybersecurity engineering  Experience with Cloud and DevSecOps  Experience in working with the Enterprise Mission Assurance Support Service eMASS  Experience with security tools and devices including network firewalls web proxy intrusion prevention systems vulnerability scanner or penetration tools Salary at Booz Allen is determined by various factors including but not limited to location the individuals particular combination of education knowledge skills competencies and experience as well as contractspecific affordability and organizational requirements The projected compensation range for this position is 7560000 to 17200000 annualized USD The estimate displayed represents the typical salary range for this position and is just one component of Booz Allens total compensation package for employees This posting will close within 90 days from the Posting Date,Yes,Yes,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-analyst-booz-allen-hamilton-JV_KO0,21_KE22,41.htm?jl=1009439876571&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",5
Cyber Security Analyst,Government Tactical Solutions,Doral,FL,US,07/09/2024," Ability to create alerts based on ingestion of events into Splunk SIEM

 Knowledge of RHEL OS in order to patch systems to retain low vulnerability score

 Continue to enhance SIEM visibility by ensuring ingestion of all devices on USSOUTHCOM

networks

WHAT YOULL NEED TO SUCCEED

 Education Bachelors degree

 Required Experience 5 years of related experience on following technologies in addition to cybersecurity  HBSSESS ACAS SIEM Splunk

 Security Clearance Level SECRET upgradable to TSSCI

 Required Skills and Abilities Communication problem solving etc 00 per year

Benefits
 401k
 401k matching
 Dental insurance
 Employee assistance program
 Employee discount
 Flexible schedule
 Flexible spending account
 Health insurance
 Health savings account
 Life insurance
 Paid time off
 Parental leave
 Professional development assistance
 Referral program
 Relocation assistance
 Retirement plan
 Tuition reimbursement
 Vision insurance

Schedule
 8 hour shift

LicenseCertification
 CySA or CEH Certification Required

Security clearance
 Secret Required

Ability to Commute
 Doral FL 33122 Required

Work Location In person",, Required Experience 5 years of related experience on following technologies in addition to cybersecurity  HBSSESS ACAS SIEM Splunk,Yes,Yes,No,No,"https://www.glassdoor.com/job-listing/cyber-security-analyst-government-tactical-solutions-JV_IC1166112_KO0,22_KE23,52.htm?jl=1009314259286&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",5
Cybersecurity Engineer  Kubernetes and Container Security,Huntington Bank,Minnetonka,MN,US,17/09/2024,"Well provide you with the training and support to apply your skills to securing our applications and APIs against various threats  Bachelors degree or equivalent work experience

Preferred Qualifications
 Handson experience building security into various products infrastructure or platforms or experience with DevSecOps  Develop Infrastructure as Code IaC using Terraform and integrate security scanning into CICD pipelines
 Develop custom control checks within CNAPP Platforms using JSON REGO or Terraform
 Collaborate with DevOps and application development teams to build secure enterprise applications
 Troubleshoot and maintain the security of our Kubernetes clusters and container environments

Required Qualifications
 3 years of experience working with Kubernetes and container orchestration platforms  Cloud Security certifications are preferred",Key Responsibilities  Provide excellent customer service for internal and external customers in support of security initiatives incident response and operational support  Develop maintain and automate application protection technologies throughout Huntingtons enterprise environment  Provide subject matter expertise to the Cybersecurity Operations Center that is monitoring and responding to alerts and incidents  Demonstrate flexibility and resiliency responding to dynamic or ambiguous situations  Stay current on industry trends evolving application protections cloud provider capabilities and the everincreasing threat landscape  Perform implementation of CNAPP tools in multiaccount AWS Azure and OpenShift environments  Develop Infrastructure as Code IaC using Terraform and integrate security scanning into CICD pipelines  Develop custom control checks within CNAPP Platforms using JSON REGO or Terraform  Collaborate with DevOps and application development teams to build secure enterprise applications  Troubleshoot and maintain the security of our Kubernetes clusters and container environments  Required Qualifications  3 years of experience working with Kubernetes and container orchestration platforms  3 years of experience managing the security of podscontainers and images  3 years of experience deploying code using Terraform  3 years of experience with container orchestration networking  3 years of experience integrating and managing security platforms in corporate environments or developing secure enterprise business applications  3 years of experience with at least one high level programming language eg Python Go Java JavaScript etc  3 years of experience integrating security tools into CICD pipelines and collaborating with DevOps and application development teams  Bachelors degree or equivalent work experience  Preferred Qualifications  Handson experience building security into various products infrastructure or platforms or experience with DevSecOps  Extensive experience operating a Cloud Workload Protection platform such as Aqua Security preferred Palo Alto Prisma Cloud Lacework Dome9 Snyk Wizio or Orca  Knowledge in understanding of various domains such as security architecture system and network security authentication and authorization protocols cryptography and application security  Cloud Security certifications are preferred  Experience securing public b2c b2b and internal APIs  Experience automating the provisioning and verification of onpremises and cloud security services  Advanced level knowledge of operating systems eg Windows Linux  Unix  Experience working in an agile work team  Thrives in fast pace and dynamic environments  Energized by mitigating sophisticated threats targeting enterprises and customers  3 years of experience working with security by design principles architecture level concepts security frameworks NIST and PCI OWASP etc  5 years of experience in a role that requires written and verbal communication with customers  Our Benefits  Tons of room for career growth  Full Time Remote with a great worklife balance  We offer highly competitive compensation including annual bonus opportunities  MedicalDentalVision plans 401k pension program  We provide tuition reimbursement PTO and Holiday Pay  We provide extensive Professional Training Opportunities  We offer an excellent WorkLife Balance  LIHybrid  LISG1  Exempt Status Yes  not eligible for overtime pay No  eligible for overtime pay  Yes  Workplace Type  Hybrid  Huntington is an equal opportunity and affirmative action employer and is committed to providing equal employment opportunities for all regardless of race color religion sex national origin age disability sexual orientation veteran status gender identity and expression genetic information or any other basis protected by local state or federal law  TobaccoFree Hiring Practice Visit Huntingtons Career Web Site for more details  Agency Statement Huntington does not accept solicitation from Third Party Recruiters for any position  This employer will not sponsor applicants for the following work visas F1 student H1B worker O1 worker TN worker E3 worker Applicants must be currently authorized to work in the United States on a fulltime basis,Even if you dont have direct cybersecurity experience were interested in talking to you if you have a strong background in Kubernetes container orchestration and DevOps principles Well provide you with the training and support to apply your skills to securing our applications and APIs against various threats In other words this is a great opportunity to transition into Cybersecurity  3 years of experience working with Kubernetes and container orchestration platforms  3 years of experience managing the security of podscontainers and images  3 years of experience deploying code using Terraform  3 years of experience with container orchestration networking  3 years of experience integrating and managing security platforms in corporate environments or developing secure enterprise business applications  3 years of experience with at least one high level programming language eg Python Go Java JavaScript etc  3 years of experience integrating security tools into CICD pipelines and collaborating with DevOps and application development teams  Bachelors degree or equivalent work experience  Handson experience building security into various products infrastructure or platforms or experience with DevSecOps  Extensive experience operating a Cloud Workload Protection platform such as Aqua Security preferred Palo Alto Prisma Cloud Lacework Dome9 Snyk Wizio or Orca  Experience securing public b2c b2b and internal APIs  Experience automating the provisioning and verification of onpremises and cloud security services  Experience working in an agile work team  3 years of experience working with security by design principles architecture level concepts security frameworks NIST and PCI OWASP etc  5 years of experience in a role that requires written and verbal communication with customers,Yes,Yes,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-engineer-%E2%80%93-kubernetes-and-container-security-huntington-national-bank-JV_IC1142552_KO0,58_KE59,83.htm?jl=1009450171456&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",3
Cybersecurity Manager,Lamar CISD,Rosenberg,TX,US,13/09/2024,"o Degree or certification may be substituted for an equivalent combination of applicable education training and experience as approved by HR Special KnowledgeSkills
 Work experience in education setting especially K12 Work with frequent interruptions emotional control under stress

JOB CONTACT INFORMATION

APPLY TO

The above statements are intended to describe the general purpose and responsibilities assigned to this job and are not intended to represent an exhaustive list of all responsibilities duties and skills required  Experience designing secure networks systems and application architectures
 Experience planning researching and developing security policies standards and procedures
 Experience in system administration supporting multiple platforms and applications
 Experience with Endpoint security solutions including file integrity monitoring and data loss prevention
 Experience with AWS and cloud platform as a service PaaS security
 Experience with automating security testing tools
 Ability to communicate network security issues to peers and management

QUALIFICATIONS

Minimum EducationCertification
 Bachelors degree in Computer ScienceInformation Technology IT or IT security certification CEH CISM CISSP GSEC ECSA GPEN SCCP or CISA required",RESPONSIBILITIES  Major Responsibilities and Duties  1 Develops and carries out information security plans and policies  2 Develops strategies to respond to and recover from a security breach  3 Develops or implements opensourcethirdparty tools to assist in detection prevention and analysis of security threats  4 Provides awareness training for district employees on information security standards policies and best practices  5 Coordinates all security awareness training and discussions with all district departments  6 Conducts periodic scheduled network scans to find vulnerabilities  7 Conducts penetration testing simulating an attack on systems to find exploitable weaknesses  8 Reviews findings with security team to determine acceptable levels of risk  9 Monitors networks and systems for security breaches through the use of software that detects intrusions and anomalous system behavior  10 Investigates security breaches  11 Leads incident response including steps to minimize the impact and then conducting a technical and forensic investigation into how the breach happened and the extent of the damage  12 Completes integration with security aspects of all IT systems including SCCM JAMF AD O365 VMWare Email Security solution Cisco hardware and software and information systems  13 Attendance at work is an essential function  14 Other duties as assigned by the supervisor or designee  EXPERIENCE  Minimum Experience  Experience auditing largescale network infrastructure including experience managing hardening and securing Windows Servers and Clients  Experience and broad knowledge of databases and data extraction TCPIP Ethernet ACLs VLANs encryption Windows object permissionsprivileges and other network and security protocolsconfigurations  Experience administering securing and working within a large Microsoft Windows environment  Experience designing secure networks systems and application architectures  Experience planning researching and developing security policies standards and procedures  Experience in system administration supporting multiple platforms and applications  Experience with Endpoint security solutions including file integrity monitoring and data loss prevention  Experience with AWS and cloud platform as a service PaaS security  Experience with automating security testing tools  Ability to communicate network security issues to peers and management  QUALIFICATIONS  Minimum EducationCertification  Bachelors degree in Computer ScienceInformation Technology IT or IT security certification CEH CISM CISSP GSEC ECSA GPEN SCCP or CISA required  o Degree or certification may be substituted for an equivalent combination of applicable education training and experience as approved by HR  Three years related IT Security Administration experience preferred  At least one year experience with various enterprise deployment and familiarity with LANWAN communication protocols hardware standards and project management experience preferred  Special KnowledgeSkills  Work experience in education setting especially K12  Knowledge of NIST SP 80053 FISMA PCI DSS  Knowledge of web application vulnerabilities such as SQLi XSS XSRF SSRF IDOR LFIRFI OWASP Top 10 etc  Understanding of web servers and secure web server configurations  Knowledge of Disaster Recovery computer forensic tools technology and methods  Knowledge of risk assessment tools technologies and methods  Expertise in antivirus software intrusion detection firewalls and content filtering  Expertise in designing secure networks systems and application architectures  Expertise with malicious code and antivirus software identification  OTHER INFORMATION  Equipment Used  Standard office equipment including personal computers and peripherals  Working Conditions  MentalPhysical DemandsEnvironmental Factors  Work is performed in an office environment frequent oncall and afterhours work occasional districtwide travel may be required to be oncall 24 hours a day Work with frequent interruptions emotional control under stress  JOB CONTACT INFORMATION  APPLY TO  The above statements are intended to describe the general purpose and responsibilities assigned to this job and are not intended to represent an exhaustive list of all responsibilities duties and skills required  GROUP  GRADE WageHour Exempt Reports To Executive Director of Technology Date Revised March 2024  SALARY Pay Grade 7  DAYS 230,EXPERIENCE Minimum Experience  Experience auditing largescale network infrastructure including experience managing hardening and securing Windows Servers and Clients  Experience and broad knowledge of databases and data extraction TCPIP Ethernet ACLs VLANs encryption Windows object permissionsprivileges and other network and security protocolsconfigurations  Experience administering securing and working within a large Microsoft Windows environment  Experience designing secure networks systems and application architectures  Experience planning researching and developing security policies standards and procedures  Experience in system administration supporting multiple platforms and applications  Experience with Endpoint security solutions including file integrity monitoring and data loss prevention  Experience with AWS and cloud platform as a service PaaS security  Experience with automating security testing tools o Degree or certification may be substituted for an equivalent combination of applicable education training and experience as approved by HR  Three years related IT Security Administration experience preferred  At least one year experience with various enterprise deployment and familiarity with LANWAN communication protocols hardware standards and project management experience preferred  Work experience in education setting especially K12,No,No,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-manager-lamar-cisd-JV_IC1140211_KO0,21_KE22,32.htm?jl=1009321860435&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
Cybersecurity Consultant,Loffler Companies Inc,St Louis Park,MN,US,25/08/2024,"QualificationsRequirements
 Minimum of two days in office
 Excellent written and oral communication skills  Additional technical andor security certifications preferred  Current CISSP CISM CISA CCISO CvCISO or substantially similar certification  Conduct readiness assessments and provide consulting guidance to customers seeking to attain cybersecurity certification andor compliance in PCI HIPPA ISO NIST and other related cybersecurity and compliance frameworks  Consult with internal teams regarding information security compliance certification and risk management",Essential Duties  Responsibilities  All areas of responsibility listed below are essential to the satisfactory performance of this position with reasonable accommodation if necessary Any nonessential functions are assumed to be included in other related duties as assigned  Customerfacing Engagements  80  Deliver Information Security assessments using standardized methodologies and tools approved by the Cybersecurity and IT Consulting team such as S2Org  Serve as Virtual Chief Information Security Officer vCISO and lead regular consulting meetings with clients who are enrolled in this program  Conduct security vulnerability assessments using standardized tools such as Tenable Nessus and Rapidfire Tools  Conduct readiness assessments and provide consulting guidance to customers seeking to attain cybersecurity certification andor compliance in PCI HIPPA ISO NIST and other related cybersecurity and compliance frameworks  Assess Business Continuity and Disaster Recovery BCDR policies and procedures for clients and provide written recommendations as it relates to security  Coordinate implementation and provide ongoing oversight and consulting services for customers enrolled in Managed Detection and Response MDR services  Provide project oversight and project implementation services for security software hardware cloud services and appliances related to cybersecurity products and services installed andor supported by the team  Work effectively with internal Loffler teams customer teams and approved third parties engaged in delivering cybersecurity services to clients  Deliver managed Vendor Risk Management services to clients  Deliver managed Vulnerability Management services to clients  Create and maintain Information Security policies and related standards and procedures for clients  Conduct cybersecurity consulting engagements including interviews data analysis report writing and presentations  Utilize and understand the Loffler cybersecurity and risk management tools and practices as part of ongoing customer engagements and services offerings  Build strong relationships with consulting clients  Administrative and Internal Activities  20  Research and develop new product and service offerings and contribute to the enhancement and improvement of products and services offered by the team  Learn to deliver new product and services offerings that are being rapidly developed by the team  Provide presales support to our sales team, At least 3 years prior experience in assessing GRC  At least 3 years prior experience in interpreting writing and implementing cybersecurity policies and procedures  At least 5 years prior experience preferred in Information Technology fundamentals TCPIP networking firewalls routers network switching wireless networking servers storage area networks server virtualization cloud computing and related technologies EducationExperience  Associates or Bachelors degree in IT or related technical field eg Cybersecurity Computer Science Engineering andor 10 years experience in Information Technology Consulting or Information SecurityCybersecurityConsulting,No,Yes,No,No,"https://www.glassdoor.com/job-listing/cybersecurity-consultant-loffler-companies-inc-JV_IC1162348_KO0,24_KE25,46.htm?jl=1009380570397&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",3
Information Security Analyst,MASSMUTUAL,Springfield,MA,US,20/09/2024," Understanding of web application vulnerabilities including XSS CSRF SQL Injection command injection and serialization attacks
 Strong understand of web authentication flows such as SAML and OAUTH
 Working knowledge of email security tools and leveraging email security tools to identify scope and remediate malicious email
 Functional knowledge of cloud environments like AWS and Azure
 Understanding of automated attacks such as credential stuffing and site scraping
 Interest in continuous learning and a passion for Cybersecurity
 Ability to apply problem solving skills to support analysis and detection efforts
 Experience and confidence with communicating with and presenting to senior leadership
 Strong written and verbal communication skills
 Strong analytical and problemsolving skills

What to Expect as Part of MassMutual and the Team
 Regular meetings with the Director of the US Security Operations Centers
 Focused oneonone meetings with your manager
 Access to mentorship opportunities
 Networking opportunities including access to Asian HispanicLatinx African American women LGBTQIA veteran and disabilityfocused Business Resource Groups
 Access to learning content on Degreed and other informational platforms
 Your ethics and integrity will be valued by a company with a strong and stable ethical business with industry leading pay and benefits

MassMutual is an Equal Employment Opportunity employer MinorityFemaleSexual OrientationGender IdentityIndividual with DisabilityProtected Veteran The Minimum Qualifications
 Associates Degree in Cyber Security or related field
 6 months of prior internship or externship experience working on cyber security projects or programs
 Ability to work 4x10 shift schedule Wednesday  Saturday 1pm  11 pm ET JOB DESCRIPTION

Information Security Analyst  Core

FullTime Springfield

The Opportunity

As a Security Operations Center SOC analyst youll have an opportunity to part of a growing team of highly technical Cybersecurity analysts who are passionate about protecting MassMutuals assets and customers by leveraging problem solving skills and innovative technology solutions We also highly value strong communication skills a passion for learning leadership traits resilience and selfawareness  1 year cybersecurity work experience

The Ideal Qualifications
 Certifications CISSP CISM CISA GCIH GIAC
 Knowledge of and practical experience with the MITRE ATTCK framework
 Experience with Python PowerShell or other scripting languages
 Experience leveraging OSINT resources to perform investigations
 Functional knowledge of how operating systems Windows Mac Linux",, 6 months of prior internship or externship experience working on cyber security projects or programs  1 year cybersecurity work experience  Knowledge of and practical experience with the MITRE ATTCK framework  Experience with Python PowerShell or other scripting languages  Experience leveraging OSINT resources to perform investigations  Experience and confidence with communicating with and presenting to senior leadership,Yes,No,No,No,"https://www.glassdoor.com/job-listing/information-security-analyst-massmutual-JV_IC1154860_KO0,28_KE29,39.htm?jl=1009454253646&utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic",Unknown
